Наименование,Област,Община,Населено място,Адрес,Управител,Телефон,original_address,original_city,street_number,street_name_clean,search_query,lat,lng,provider,display_name,quality_score
МБАЛ-КНЕЖА ЕООД,Плевен,КНЕЖА,Кнежа,ул. Марин Боев 4,"Д-Р АЛЕКСАНДАР НОВЕСКИ, ЛИЛЯНА АТАНАСОВА ХРИСТОВА, ВАЛЕРИ ПЛАМЕНОВ ЛАЧОВСКИ, Д-Р ВЕЛИЗАР ДИМИТРОВ ДИЛОВ, ДИМИТЪР СТОЯНОВ КУЦАРОВ, Д-Р СВЕТЛАНА КИРИЛОВА ТОДОРОВА-ЦЕКОВА","09132/7501, 0878972510, 0885446283",ул. Марин Боев 4,Кнежа,4,Марин Боев,"ул. Марин Боев 4, Кнежа, България",43.4973139,24.0816106,nominatim_free,"Марин Боев, Кнежа, Плевен, 5835, България",55
МБАЛ-Кубрат ЕООД,Разград,КУБРАТ,Кубрат,ул. Княз Борис I 12,"ЛЕМАН САЛИМОВА БАЛКАНДЖИЕВА, ПАВЛИНА ДИМИТРОВА МИЧЕВА","0848/73223, 0878368869, 0879918100",ул. Княз Борис I 12,Кубрат,12,Княз Борис I,"ул. Княз Борис I 12, Кубрат, България",43.7896507,26.5013328,nominatim_free,"Княз Борис I, Индустриална Зона Юг, Кубрат, Разград, 7300, България",55
МБАЛ-НИКОПОЛ ЕООД,Плевен,НИКОПОЛ,Никопол,ул. Александър Стамболийски 27,"Д-Р ЙОАНА ГЕОРГИЕВА ИВАНОВА, КОСТА ИВАНОВ КОСТОВ, АНА БОРИСОВА ИВАНОВА, МЕЛИАНА ЖЕКОВА АЛШАРГАБИ, КРАСИМИР СИМЕОНОВ ЕВТИМОВ","06541/2518, 06541/2329, 0878581877, 0878202716",ул. Александър Стамболийски 27,Никопол,27,Александър Стамболийски,"ул. Александър Стамболийски 27, Никопол, България",43.7072836,24.9034263,nominatim_free,"Александър Стамболийски, Никопол, Плевен, 5940, България",55
МБАЛ-ПЗ АД,Пазарджик,ПАЗАРДЖИК,Пазарджик,ул. Болнична 15,"КРАСИМИР МАНОЛОВ ТЕМНИЛОВ, ПЕТКО МИТКОВ МИТЕВ, ПЕНКО СТЕФАНОВ КАЦАРСКИ, ВАСИЛ КОСТОВ ВЪЛЧЕВ","034/408600, 034/408601, 034/408766, 034/408767",ул. Болнична 15,Пазарджик,15,Болнична,"ул. Болнична 15, Пазарджик, България",42.1792,24.3417542,nominatim_free,"Болнична, ж.к. Марица, Пазарджик, 4400, България",45
МБАЛ-СЛИВЕН към ВМА-СОФИЯ,Сливен,СЛИВЕН,Сливен,ул. Пушкин 2,"Д-Р ИЛИЯН ДИМИТРОВ КОМИТОВ, Д-Р ВАСИЛ СОТИРОВ КЬОСЕВ, Д-Р КАЛИН СТОЯНОВ КЪНЕВ, Д-Р КРАСИМИР ТАНЕВ ПЕНЧЕВ",044/667166,ул. Пушкин 2,Сливен,2,Пушкин,"ул. Пушкин 2, Сливен, България",42.6780589,26.3338812,nominatim_free,"Александър С. Пушкин, кв. Руски, Сливен, 8800, България",45
МБАЛ-ЧЕРВЕН БРЯГ ЕООД,Плевен,ЧЕРВЕН БРЯГ,Червен Бряг,ул. Яне Сандански 61,"ИВАН НИКОЛОВ НОВКИРИШКИ, ГЕОРГИ НИКОЛОВ ГЕОРГИЕВ, ЦВЕТАН КОСТАДИНОВ ДИМИТРОВ, НИКОДИМ ТОТЕВ НИНОВ, КАМЕН ПЕТРОВ ВЛАХОВ, МЕЛИАНА ЖЕКОВА АЛШАРГАБИ, Д-Р ВАЛЕРИЙ ДИМИТРОВ ЖЕЛЯЗКОВ, АЛЕКСАНДЪР НИКОЛОВ КАРАГЕОРГИЕВ","0659/92766, 0886031355, 0879005659",ул. Яне Сандански 61,Червен Бряг,61,Яне Сандански,"ул. Яне Сандански 61, Червен Бряг, България",43.2754934,24.0929119,nominatim_free,"Яне Сандански, ж.к. Победа, Вилна зона, Червен бряг, Плевен, 5980, България",45
МБАЛ-ЧИРПАН ЕООД,Стара Загора,ЧИРПАН,Чирпан,ул. Яворов 19,Д-Р НЕДЕЛЧО РАДЕВ ТОТЕВ,0416/94163,ул. Яворов 19,Чирпан,19,Яворов,"ул. Яворов 19, Чирпан, България",42.2002612,25.3303386,nominatim_free,"Пейо Крачолов Яворов, ж.к. Младост, Чирпан, Стара Загора, България",45
МДЦ ВИЗИОДЕНТ ЕООД,Пловдив,АСЕНОВГРАД,Асеновград,ул. Съединение 17 и,Д-Р ПЕТКО ГЕОРГИЕВ ПЕТРОВ,0898320012,ул. Съединение 17 и,Асеновград,,Съединение,"ул. Съединение 17 и, Асеновград, България",42.0048794,24.8731531,nominatim_structured,"Съединение, Асеновград, Пловдив, 4230, България",45
МДЦ ВИЗИОДЕНТ ЕООД,Пловдив,АСЕНОВГРАД,Асеновград,ул. Съединение 13 и,Д-Р ПЕТКО ГЕОРГИЕВ ПЕТРОВ,0898320012,ул. Съединение 13 и,Асеновград,,Съединение,"ул. Съединение 13 и, Асеновград, България",42.0048794,24.8731531,nominatim_structured,"Съединение, Асеновград, Пловдив, 4230, България",45
МДЦ НЕВРОКОП ООД,Благоевград,ГОЦЕ ДЕЛЧЕВ,Гоце Делчев,ул. Стара Планина 7,ГЕОРГИ НИКОЛОВ МЕГДАНОВ,"0751/60222, 0899/941357",ул. Стара Планина 7,Гоце Делчев,7,Стара Планина,"ул. Стара Планина 7, Гоце Делчев, България",41.5766172,23.7262539,nominatim_free,"Стара планина, Гоце Делчев, Благоевград, 2900, България",55
МЦ - ХИПОКРАТ ООД,Кюстендил,ДУПНИЦА,Дупница,пл. Свобода 1 и 204,"БОЙКО ГЕОРГИЕВ КЮЧУКОВ, БОРИСЛАВ ЙОРДАНОВ СОКОЛОВ","0701/52433, 0887517652",пл. Свобода 1 и 204,Дупница,204,Свобода,"пл. Свобода 1 и 204, Дупница, България",42.2646808,23.117276,nominatim_free,"площад ""Свобода"", кв. Възход, Дупница, Кюстендил, България",40
МЦ АСКЛЕПИЙ ООД,Кюстендил,ДУПНИЦА,Дупница,пл. Свобода 1,КРУМ БОГДАНОВ БОНЕВ,0701/50616,пл. Свобода 1,Дупница,1,Свобода,"пл. Свобода 1, Дупница, България",42.2646808,23.117276,nominatim_free,"площад ""Свобода"", кв. Възход, Дупница, Кюстендил, България",40
МЦ ВЕРЕЯ ЕООД,Стара Загора,СТАРА ЗАГОРА,Стара Загора,ул. Кенали 4,ДОЦ. Д-Р ДИМИТЪР НИКОЛОВ ДЖЕЛЕБОВ,042/601460,ул. Кенали 4,Стара Загора,4,Кенали,"ул. Кенали 4, Стара Загора, България",42.4367128,25.6277842,nominatim_free,"Кенали, кв. Васил Левски, Стара Загора, 6008, България",45
МЦ ВИЗИО-ЛМ,Благоевград,БЛАГОЕВГРАД,Благоевград,ул. Шар Планина 26А,ЙОРДАН ЛЮБЕНОВ ТУМБЕВ,0885/755607,ул. Шар Планина 26А,Благоевград,26А,Шар Планина,"ул. Шар Планина 26А, Благоевград, България",42.0233507,23.0853809,nominatim_free,"Шар планина, ж.к. Освобождение, Благоевград, 2700, България",45
МЦ ВИЗИО-ЛМ,Благоевград,БЛАГОЕВГРАД,Благоевград,ул. Мара Бунева 5,ЙОРДАН ЛЮБЕНОВ ТУМБЕВ,0885/755607,ул. Мара Бунева 5,Благоевград,5,Мара Бунева,"ул. Мара Бунева 5, Благоевград, България",42.0194935,23.094055,nominatim_free,"Мара Бунева, кв.Вароша, Благоевград, 2700, България",55
МЦ Вита Медика ЕООД,Разград,РАЗГРАД,Разград,бул. Бели Лом 56,ЕВГЕНИЯ АНДРЕЕВА КЕРЧЕВА,"0898492315, 084/656656",бул. Бели Лом 56,Разград,56,Бели Лом,"бул. Бели Лом 56, Разград, България",43.5310432,26.5347824,overpass,"МБАЛ ""Св. Иван Рилски""",50
МЦ Витамед ЕООД,Пловдив,КАРЛОВО,Карлово,ул. Ген. Карцов 36 и,"Д-Р СТАНИМИР МАРИНОВ ЧЕШМЕДЖИЕВ, ВЕРКА ВЕЛЕВА ДОНЧЕВА","0335/92104, 0335/98872",ул. Ген. Карцов 36 и,Карлово,,Ген. Карцов,"ул. Ген. Карцов 36 и, Карлово, България",42.6436452,24.7931224,nominatim_structured,"Ген. Карцов, кв. Бадемлика, Карлово, Пловдив, 4300, България",55
МЦ Д-Р НИКОЛА ВАСИЛИЕВ ЕООД,Кюстендил,КЮСТЕНДИЛ,Кюстендил,ул. Яворов 6 к-ти 98 99 109 219 и 405,"БОРИСЛАВ АЛЕКСАНДРОВ БОРИСОВ, ЕМИЛ ЗИНОВИЕВ ЛАЗОВ, ЛЮДМИЛ СТОЯНОВ СПАСОВ, РУМЯНА ИВАНОВА ВАСЕВА",078/550261,ул. Яворов 6 к-ти 98 99 109 219 и 405,Кюстендил,405,Яворов,"ул. Яворов 6 к-ти 98 99 109 219 и 405, Кюстендил, България",42.2703853,23.189316,nominatim_free,"Яворов, Ресилово, Сапарева баня, Кюстендил, 2621, България",45
МЦ Здраве Разград ООД,Разград,РАЗГРАД,Разград,ул. В. Левски 1,"НИКОЛАЙ СТЕФАНОВ КОЛЕВ, Д-Р АННА АЛЕКСИЕВА, Д-Р ЕЛЕНА ВАСИЛЕВА МАРИНОВА, НИКОЛА САИД АШКАР","0899875187, 084/316826, 084/316825, 084/662582, 0889834323",ул. В. Левски 1,Разград,1,В. Левски,"ул. В. Левски 1, Разград, България",43.5310432,26.5347824,overpass,"МБАЛ ""Св. Иван Рилски""",50
МЦ Оксиком ООД,Бургас,БУРГАС,Бургас,к-с Изгрев бл. 28А,Д-Р НЕЛИ ВЕЛИЧКОВА ДЖОКОВА,"0885604145, 0887831030, 056/860210, 056/860839",к-с Изгрев бл. 28А,Бургас,28А,к-с Изгрев,"к-с Изгрев бл. 28А, Бургас, България",42.5135674,27.4659001,overpass,УМБАЛ Бургас,50
МЦ Оксиком ООД,Бургас,БУРГАС,Бургас,бул. Д. Димов,Д-Р НЕЛИ ВЕЛИЧКОВА ДЖОКОВА,"0885604145, 0887831030, 056/860210, 056/860839",бул. Д. Димов,Бургас,,Д. Димов,"бул. Д. Димов, Бургас, България",42.5135674,27.4659001,overpass,УМБАЛ Бургас,50
МЦ Ре Спиро ООД,Разград,РАЗГРАД,Разград,пл. Момина чешма 1,ИВАН АТАНАСОВ КИСЕЛОВ,0886430823,пл. Момина чешма 1,Разград,1,Момина чешма,"пл. Момина чешма 1, Разград, България",43.5246287,26.523035,nominatim_free,"пл. Момина чешма, кв. Варош, Разград, 7200, България",55
МЦ Ре Спиро ООД,Разград,РАЗГРАД,Разград,ул. Иван Вазов 19,ИВАН АТАНАСОВ КИСЕЛОВ,0886430823,ул. Иван Вазов 19,Разград,19,Иван Вазов,"ул. Иван Вазов 19, Разград, България",43.5279221,26.526444,nominatim_free,"Иван Вазов, кв. Варош, Разград, 7200, България",55
МЦ-МЕДИЦИНСКИ КОМПЛЕКС БЕРОЕ ЕООД,Стара Загора,СТАРА ЗАГОРА,Стара Загора,ул. Герасим Папазчев 1,Д-Р НИКОЛАЙ НЕШЕВ САЛУТСКИ,"042/919402, 0892257396",ул. Герасим Папазчев 1,Стара Загора,1,Герасим Папазчев,"ул. Герасим Папазчев 1, Стара Загора, България",42.4184513,25.6316509,nominatim_free,"Герасим Папазчев, кв. Индустрия - запад, кв. Гео Милев, Стара Загора, 6002, България",55
Медицински център 1 Стамболийски ЕООД,Пловдив,СТАМБОЛИЙСКИ,Стамболийски,бул. Дунав 43 и,"ИЛИЯ КИРИЛОВ КИРЯКОВ, КРАСИМИРА СТОЙНЕВА КАЛЧЕВА, Д-Р МАРИЯ ГЕОРГИЕВА ГАНЧЕВСКА-ЦАРЕВА","0339/62297, 0888836428",бул. Дунав 43 и,Стамболийски,,Дунав,"бул. Дунав 43 и, Стамболийски, България",42.1368642,24.5321223,nominatim_structured,"Дунав, Стамболийски, Пловдив, 4210, България",45
Многопрофилна болница за активно лечение ЕАД гр. Гълъбово,Стара Загора,ГЪЛЪБОВО,Гълъбово,ул. Алеко Константинов 10,Д-Р ГОШО ХРИСТОВ ГРОЗЕВ,"0418/62415, 0889522041",ул. Алеко Константинов 10,Гълъбово,10,Алеко Константинов,"ул. Алеко Константинов 10, Гълъбово, България",42.1391665,25.8597487,nominatim_free,"Алеко Константинов, Гълъбово, Стара Загора, 6280, България",55
НефроЛайф България - Специализирани центрове по хемодиализаООД,Бургас,БУРГАС,Бургас,ул. Транспортна,Д-Р НИКОЛАЙ ГЕОРГИЕВ ТОДОРОВ,0878925945,ул. Транспортна,Бургас,,Транспортна,"ул. Транспортна, Бургас, България",42.5301054,27.4601106,nominatim_structured,"Транспортна, ж.к. Изгрев, Бургас, 8008, България",45
ПЪРВА ЧАСТНА МБАЛ Враца ЕООД,Враца,ВРАЦА,Враца,ул. ген. Леонов 93,"Д-Р ПЛАМЕН ЦЕНОВ БЛАЖЕВ, Д-Р АНТОНИО ИЛИЕВ ГЕОРГИЕВ, Д-Р ДАРИН ВАСИЛЕВ ДРАГАНОВ","0887999091, 0878660501, 092/665757, 0878687646",ул. ген. Леонов 93,Враца,93,ген. Леонов,"ул. ген. Леонов 93, Враца, България",43.2018064,23.550618,nominatim_free,"Ген. Леонов, кв. 103, Враца, 3000, България",55
САГБАЛ Д-Р ЩЕРЕВ ЕООД СОФИЯ,София (столица),ГР.СОФИЯ,София,ул. Христо Благоев 25-31,НИКОЛА КОМНЕН МИЛАЧИЧ,"02/9200901, 02/9201827",ул. Христо Благоев 25-31,София,31,Христо Благоев,"ул. Христо Благоев 25-31, София, България",42.7007345,23.2878993,nominatim_free,"Христо Благоев, ж.к. Разсадник Коньовица, София, Красна поляна, Столична, София-град, 1330, България",55
САГБАЛ ЕВА ЕООД,Сливен,СЛИВЕН,Сливен,ул. Ичеренско шосе 11,"Д-Р НУРТЕН ОСМАНОВА ШЕКЕРОВА, ИБРЯМ АЛИЕВ МУСТАФОВ, СТЕФКА ИВАНОВА РАДКОВА",044/630101,ул. Ичеренско шосе 11,Сливен,11,Ичеренско шосе,"ул. Ичеренско шосе 11, Сливен, България",42.6943831,26.3608455,nominatim_free,"ул. Ичеренско шосе, м. Андреева чешма, Вилна Зона Лозята, Сливен, 8800, България",55
САГБАЛ ЕВА ЕООД,Сливен,СЛИВЕН,Сливен,бул. Панайот Хитов 117,"Д-Р НУРТЕН ОСМАНОВА ШЕКЕРОВА, ИБРЯМ АЛИЕВ МУСТАФОВ, СТЕФКА ИВАНОВА РАДКОВА",044/630101,бул. Панайот Хитов 117,Сливен,117,Панайот Хитов,"бул. Панайот Хитов 117, Сливен, България",42.6877296,26.3323797,nominatim_free,"бул. Панайот Хитов, кв. Колю Фичето, кв. Ново Село, Сливен, 8800, България",55
СБАЛ ФРМ МЕДИКА ООД Русе,Русе,РУСЕ,Русе,ул. Рига 35,КИРИЛ ПАНАЙОТОВ ПАНАЙОТОВ,0885304040,ул. Рига 35,Русе,35,Рига,"ул. Рига 35, Русе, България",43.8483359,25.9893095,nominatim_free,"Рига, ж.к. Здравец-север 2, ж.к. Здравец-изток, Русе, 7013, България",45
СБАЛК Медика Кор ЕАД Русе,Русе,РУСЕ,Русе,ул. Рига 35,КИРИЛ ПАНАЙОТОВ ПАНАЙОТОВ,"082/887363, 0885304040",ул. Рига 35,Русе,35,Рига,"ул. Рига 35, Русе, България",43.8483359,25.9893095,nominatim_free,"Рига, ж.к. Здравец-север 2, ж.к. Здравец-изток, Русе, 7013, България",45
СБАЛО Свети Мина ЕООД,Благоевград,БЛАГОЕВГРАД,Благоевград,ул. Васил Левски 62,"ТЕОДОР ВЕЛЧЕВ ВЕЛЧЕВ, ХРИСТИНА ЙОНЧЕВА КУЗМАНОВА-ЯНКОВА, ГЕОРГИ БОРИСОВ ГЕОРГИЕВ","073/882857, 0886333773, 073/832100",ул. Васил Левски 62,Благоевград,62,Васил Левски,"ул. Васил Левски 62, Благоевград, България",41.3917939,23.2034957,nominatim_free,"Васил Левски, кв. Бухото, Петрич, Благоевград, 2850, България",55
СБАЛОЗ Д-р Марко Антонов Марков-Варна ЕООД,Варна,ВАРНА,Варна,"БУЛ. ЦАР ОСВОБОДИТЕЛ 100; КВ. АСПАРУХОВО, МЕСТНОСТ ""ВИЛИТЕ""","Д-Р ГОСПОДИН РАДКОВ ИГНАТОВ, ПРОФ. Д-Р ГЕОРГИ ЛЕОНИДОВ КОБАКОВ","052/975-888, 052/975888","БУЛ. ЦАР ОСВОБОДИТЕЛ 100; КВ. АСПАРУХОВО, МЕСТНОСТ ""ВИЛИТЕ""",Варна,,ЦАР ОСВОБОДИТЕЛ,"БУЛ. ЦАР ОСВОБОДИТЕЛ 100; КВ. АСПАРУХОВО, МЕСТНОСТ ""ВИЛИТЕ"", Варна, България",43.2360793,27.8526493,nominatim_structured,"бул. Цар Освободител, кв. Кайсиева градина, Варна, Владислав Варненчик, Варна, 9023, България",55
СБНАЛ Свети Лазар ЕООД гр. Казанлък,Стара Загора,КАЗАНЛЪК,Казанлък,"ул. ""д-р Хр. Баев"" 15; ул. Ал. Константинов 6",Д-Р ГЕРГИНА ХРИСТОВА ДИМИТРОВА,"0431/85017, 042/62125","ул. ""д-р Хр. Баев"" 15; ул. Ал. Константинов 6",Казанлък,6,"""д-р Хр. Баев""","ул. ""д-р Хр. Баев"" 15; ул. Ал. Константинов 6, Казанлък, България",42.6207892,25.4033324,overpass,МБАЛ ”Д-р Христо Стамболски”,50
СБПЛР - Котел ЕООД,Сливен,КОТЕЛ,Котел,ул. Изворска 85,"Д-Р ЦВЕТАН ГЕОРГИЕВ ВЛАХОВ, ЕВГЕНИ ГЕОРГИЕВ ЛЮБЕНОВ, Д-Р ГРИГОР КОСТОВ МАЛЕВ","0887/777423, 0889/533663, 0453/42473",ул. Изворска 85,Котел,85,Изворска,"ул. Изворска 85, Котел, България",42.8905808,26.4377912,nominatim_free,"Изворска, Котел, Сливен, 8970, България",45
СБПЛР Минерални бани - Полски Тръмбеш ЕООД,Велико Търново,ПОЛСКИ ТРЪМБЕШ,Полски Тръмбеш,ул. Търговска 92,ПЛАМЕН МИХАЙЛОВ ЛАКОВ,0888/507600,ул. Търговска 92,Полски Тръмбеш,92,Търговска,"ул. Търговска 92, Полски Тръмбеш, България",43.3670906,25.6347705,nominatim_free,"Търговска, Полски Тръмбеш, Велико Търново, 5180, България",45
СБР Марикостиново ЕООД,Благоевград,ПЕТРИЧ,Марикостиново,С. МАРИКОСТИНОВО,"АННА БЛАГОЕВА СМИЛЯНОВА, КАТЕРИНА КИРИЛОВА АРДАШЕВА","0742/62334, 0878/933370, 0742/62331",С. МАРИКОСТИНОВО,Марикостиново,,С. МАРИКОСТИНОВО,"С. МАРИКОСТИНОВО, Марикостиново, България",41.4313434,23.338635,nominatim_free,"Кметство с.Марикостиново, Димитър Благоев, Марикостиново, Петрич, Благоевград, 2870, България",45
СБР НК ЕАД филиал Баните,Смолян,БАНИТЕ,Баните,ул. Стефан Стамболов 2,"ЕМИЛ САШЕВ ДИМИТРОВ, АЛЕКСИ МИТКОВ КАРОВ","03025/2342, 03025/2344, 030252257",ул. Стефан Стамболов 2,Баните,2,Стефан Стамболов,"ул. Стефан Стамболов 2, Баните, България",41.6154472,25.0065586,nominatim_free,"Стефан Стамболов, Баните, Смолян, 4940, България",55
СБР НК ЕАД филиал Овча могила,Велико Търново,СВИЩОВ,Овча Могила,ул. Детелина 2,Д-Р ВИРГИНИЯ СИМЕОНОВА ЦОЛОВА,06327/2404,ул. Детелина 2,Овча Могила,2,Детелина,"ул. Детелина 2, Овча Могила, България",43.4357238,25.2629858,nominatim_free,"Детелина, Овча Могила, Свищов, Велико Търново, България",45
СБР РОДОПИ ЕООД,Смолян,РУДОЗЕМ,Рудозем,ул. Атанас Буров 2,"ПЛАМЕН МИХАЙЛОВ ЛАКОВ, ЦВЕТАН ДИМИТРОВ ГЕРГОВ",0878485835,ул. Атанас Буров 2,Рудозем,2,Атанас Буров,"ул. Атанас Буров 2, Рудозем, България",41.4842125,24.8442878,nominatim_free,"Атанас Буров, кв. Мейково, Рудозем, Смолян, 4960, България",55
СБР – НАЦИОНАЛЕН КОМПЛЕКС ЕАД филиал гр. Кюстендил,Кюстендил,КЮСТЕНДИЛ,Кюстендил,ул. Цар Симеон І-ви 28,ЖИВКО ИВАНОВ НЕДЕЛЧЕВ,078/550920,ул. Цар Симеон І-ви 28,Кюстендил,28,Цар Симеон І-ви,"ул. Цар Симеон І-ви 28, Кюстендил, България",42.2840079,22.6950017,nominatim_free,"Цар Симеон I, кв. Колуша, Кюстендил, 2500, България",45
Специализирана болница за активно лечение на пневмо-фтизиатрични заболявания Д-р Трейман ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Велико Търново,"местност ""Света гора""","СТЕЛА ДЕНЧЕВА СТЕФАНОВА, Д-Р ДРАГАНЧЕВ, МАРГАРИТА ЛЮБОМИРОВА ТАСЕВА, Д-Р МАРИЯ ИВАНОВА РАЧЕВА","0879976606, 062619766, 0888550338","местност ""Света гора""",Велико Търново,,"местност ""Света гора""","местност ""Света гора"", Велико Търново, България",43.0737022,25.643025,overpass,"Специализирана болница за пневмо - фтизиатрични заболявания ""Д-р Трейман""",50
Специализирана болница за рехабилитация - Бургаски минерални бани ЕАД,Бургас,БУРГАС,Бургас,"ул. ""Ал. Стамболийски"" 66","ПЕТЯ ГЕОРГИЕВА ТОДОРОВА, КИРИЛ МЛАДЕНОВ МЛАДЕНОВ","056/552378, 0894/602400","ул. ""Ал. Стамболийски"" 66",Бургас,66,"""Ал. Стамболийски""","ул. ""Ал. Стамболийски"" 66, Бургас, България",42.5135674,27.4659001,overpass,УМБАЛ Бургас,50
УМБАЛ ЕВРОХОСПИТАЛ ПЛОВДИВ ООД,Пловдив,ПЛОВДИВ,Пловдив,бул. „Коматевско шосе“ 79,"ВЕНЦЕСЛАВ ДЖУРКОВ, ДИМИТЪР ИВАНОВ ДИМИТРОВ, МАРИЯ ХРИСТОСКОВА ГОРЕВА","032/676367, 0888/233403",бул. „Коматевско шосе“ 79,Пловдив,79,„Коматевско шосе“,"бул. „Коматевско шосе“ 79, Пловдив, България",42.0928886,24.6942784,nominatim_free,"Коматевско шосе, Коматево, Южен, Пловдив, 4016, България",55
УМБАЛ МЕДИКА РУСЕ ООД,Русе,РУСЕ,Русе,Рига 35,ИВЕЛИН ЦАНКОВ ЙОЦОВ,0885304040,Рига 35,Русе,35,Рига,"Рига 35, Русе, България",43.8483359,25.9893095,nominatim_free,"Рига, ж.к. Здравец-север 2, ж.к. Здравец-изток, Русе, 7013, България",45
УМБАЛ Пловдив АД,Пловдив,ПЛОВДИВ,Пловдив,бул. България 234,"Д-Р ДИНЧО ГЕНЕВ ГЕНЕВ, ИЛИЯНА ЗАПРЯНОВА ВЪЛКАНОВА, ГЕОРГИ ЙОРДАНОВ ЙОРДАНОВ, АРГИР ВАСИЛЕВ АРГИРОВ, ИВО ПЕТРОВ МИЛЬОТЕВ","032/959221, 032/962012",бул. България 234,Пловдив,234,България,"бул. България 234, Пловдив, България",42.1586279,24.7344901,nominatim_free,"бул. България, Герджика, Северен, Пловдив, 4020, България",45
УМБАЛ-Д-Р ГЕОРГИ СТРАНСКИ ЕАД,Плевен,ПЛЕВЕН,Плевен,"ул. ""Георги Кочев"" 8А; ул. ""Св. Св. Кирил и Методий"" 20; бул. ""Русе"" 89; ул. ""Сан Стефано"" 45; жк ""Сторгозия"" 113; ул. ""Климент Охридски"" 1; ул. ""Ген. Вл. Вазов"" 91","АЛЕКСАНДЪР ВЪЛКОВ ВЪЛКОВ, ВАСИЛ ВЕЛИЧКОВ ТОДОРОВ, ДИМИТЪР ЖИВКОВ СТОЙКОВ, НАТАША ПЕТРОВА МАНЕВА, ЦВЕТАН ХРИСТОФОРОВ ЛУКАНОВ","064/886444, 064/804212","ул. ""Георги Кочев"" 8А; ул. ""Св. Св. Кирил и Методий"" 20; бул. ""Русе"" 89; ул. ""Сан Стефано"" 45; жк ""Сторгозия"" 113; ул. ""Климент Охридски"" 1; ул. ""Ген. Вл. Вазов"" 91",Плевен,91,"""Георги Кочев""","ул. ""Георги Кочев"" 8А; ул. ""Св. Св. Кирил и Методий"" 20; бул. ""Русе"" 89; ул. ""Сан Стефано"" 45; жк ""Сторгозия"" 113; ул. ""Климент Охридски"" 1; ул. ""Ген. Вл. Вазов"" 91, Плевен, България",43.3560798,24.6003798,nominatim_free,"Георги Кочев, Брестовец, Плевен, 5800, България",55
Фърст Диализис - Пазарджик,Пазарджик,ПАЗАРДЖИК,Пазарджик,ул. Цар Шишман 9,ВАЛЕРИ ДИМИТРОВ ЦЕКОВ,034/986593,ул. Цар Шишман 9,Пазарджик,9,Цар Шишман,"ул. Цар Шишман 9, Пазарджик, България",42.5020865,24.1792976,nominatim_free,"Цар Шишман, Панагюрище, Пазарджик, 4500, България",45
ЧАСТЕН ДИАЛИЗЕН ЦЕНТЪР ВТ ЕООД,Велико Търново,ВЕЛИКО ТЪРНОВО,Велико Търново,"ул. ""Ален мак"" 13",ВАЛЕНТИНА АНГЕЛОВА АТАНАСОВА,0888320584,"ул. ""Ален мак"" 13",Велико Търново,13,"""Ален мак""","ул. ""Ален мак"" 13, Велико Търново, България",43.0737022,25.643025,overpass,"Специализирана болница за пневмо - фтизиатрични заболявания ""Д-р Трейман""",50
